ID_Transaccion,ID_Cliente,ID_Servicio,ID_Campaña,Cantidad,Total,Fecha
1264,959,145,259,5,1137.25,2023-11-14
1265,516,52,49,9,10022.22,2023-11-09
1266,336,199,81,9,8106.39,2023-07-07
1267,823,86,155,6,7283.04,2023-11-22
1268,317,23,214,5,2415.45,2023-11-09
1269,515,41,190,8,6635.12,2023-04-13
1270,8,118,61,6,5139.12,2023-03-26
1271,16,169,208,4,592.92,2023-01-03
1272,157,7,223,3,2987.97,2023-12-08
1273,749,31,122,4,3382.6,2023-11-28
1274,830,46,290,6,11314.08,2023-08-27
1275,679,105,3,9,17740.8,2023-12-09
1276,540,109,37,2,3505.6,2023-01-30
1277,392,100,60,5,7496.2,2023-01-25
1278,973,159,116,3,2584.35,2023-07-25
1279,92,159,69,9,7753.05,2023-02-16
1280,176,158,72,6,5624.7,2023-08-16
1281,869,200,262,7,12572.56,2023-01-16
1282,926,122,167,8,6073.68,2023-01-22
1283,1,127,66,5,1838.15,2023-11-06
1284,136,142,236,5,9970.3,2023-08-29
1285,821,32,257,7,11560.78,2023-10-14
1286,492,200,64,2,3592.16,2023-09-12
1287,709,176,222,9,12389.4,2023-05-19
1288,806,125,205,6,3160.5,2023-09-30
1289,94,200,225,4,7184.32,2023-02-17
1290,635,166,191,4,2457.64,2023-04-21
1291,738,175,187,9,4851.36,2023-05-03
1292,926,176,83,5,6883.0,2023-12-23
1293,330,35,53,6,5874.54,2023-08-29
1294,750,34,59,1,816.19,2023-07-10
1295,722,153,199,9,10558.8,2023-02-20
1296,29,87,162,4,4244.76,2023-03-22
1297,462,159,89,9,7753.05,2023-03-29
1298,513,74,137,2,2636.36,2023-04-14
1299,909,165,199,7,5665.03,2023-07-17
1300,671,65,227,1,310.2,2023-06-16
1301,423,34,214,9,7345.71,2023-03-22
1302,609,93,48,2,2847.28,2023-09-08
1303,976,8,94,9,7942.5,2023-03-14
1304,652,67,265,6,2053.38,2023-09-19
1305,311,18,165,4,6032.52,2023-11-04
1306,328,52,288,5,5567.9,2023-01-03
1307,262,16,234,1,444.34,2023-03-04
1308,43,84,202,1,1899.84,2023-03-17
1309,955,24,181,7,2876.65,2023-07-11
1310,809,153,255,1,1173.2,2023-12-03
1311,467,32,221,3,4954.62,2023-09-28
1312,486,23,34,4,1932.36,2023-02-01
1313,577,176,173,4,5506.4,2023-12-05
1314,618,167,70,4,5294.4,2023-03-19
1315,270,153,278,1,1173.2,2023-09-27
1316,314,156,120,2,1922.5,2023-07-08
1317,868,53,272,7,12588.8,2023-08-04
1318,416,58,7,3,4540.5,2023-06-17
1319,796,153,175,3,3519.6,2023-07-12
1320,879,105,67,5,9856.0,2023-10-10
1321,891,106,254,6,10163.46,2023-01-13
1322,995,142,183,3,5982.18,2023-05-27
1323,743,162,115,9,4010.94,2023-05-28
1324,425,99,200,4,3623.4,2023-05-31
1325,279,153,89,2,2346.4,2023-01-22
1326,264,152,294,3,2990.79,2023-11-09
1327,116,186,63,5,8629.1,2023-11-24
1328,299,198,195,7,8454.46,2023-07-25
1329,326,5,187,8,12355.44,2023-04-24
1330,224,159,81,7,6030.15,2023-03-24
1331,406,166,300,3,1843.23,2023-07-29
1332,908,16,233,4,1777.36,2023-11-24
1333,8,149,178,1,489.77,2023-04-23
1334,449,134,88,5,6506.5,2023-11-27
1335,475,40,91,5,9045.95,2023-10-10
1336,678,190,115,1,489.47,2023-04-07
1337,480,185,89,5,7361.55,2023-02-26
1338,214,82,180,5,4308.1,2023-04-28
1339,610,94,300,8,14822.0,2023-02-28
1340,538,178,209,1,297.81,2023-11-14
1341,703,38,295,2,2110.34,2023-01-19
1342,511,73,48,6,8808.42,2023-07-16
1343,32,82,285,2,1723.24,2023-02-16
1344,769,52,167,7,7795.06,2023-10-16
1345,355,28,79,4,4375.28,2023-07-01
1346,403,182,177,7,3867.85,2023-03-20
1347,588,171,23,7,10222.45,2023-01-14
1348,442,186,124,7,12080.74,2023-05-08
1349,5,156,213,6,5767.5,2023-09-05
1350,921,185,278,4,5889.24,2023-01-29
1351,972,194,280,8,2099.76,2023-12-04
1352,636,28,209,9,9844.38,2023-02-26
1353,406,80,224,8,14608.48,2023-08-06
1354,840,199,231,1,900.71,2023-11-18
1355,984,33,114,6,5606.16,2023-02-27
1356,452,172,211,5,6759.8,2023-11-14
1357,459,119,19,9,10089.45,2023-03-23
1358,628,143,206,4,4216.68,2023-08-07
1359,574,74,50,1,1318.18,2023-07-23
1360,955,58,96,7,10594.5,2023-09-23
1361,390,43,63,2,3644.6,2023-12-11
1362,557,136,279,3,4082.16,2023-07-27
1363,563,160,284,2,2326.64,2023-05-04
1364,201,22,3,8,12888.08,2023-03-15
1365,161,39,169,6,3247.2,2023-01-22
1366,788,122,208,7,5314.47,2023-10-22
1367,993,153,176,6,7039.2,2023-01-20
1368,408,132,17,9,7096.95,2023-05-28
1369,452,19,226,3,3574.5,2023-03-25
1370,876,166,140,3,1843.23,2023-11-18
1371,626,160,83,5,5816.6,2023-10-17
1372,505,11,273,6,10069.08,2023-11-19
1373,729,54,271,6,9589.98,2023-07-26
1374,717,88,68,9,11355.84,2023-12-18
1375,898,103,82,6,5739.54,2023-08-21
1376,56,170,278,4,1586.76,2023-02-28
1377,75,179,51,2,3239.68,2023-03-06
1378,132,7,192,3,2987.97,2023-06-03
1379,534,130,70,9,8063.64,2023-09-23
1380,131,36,215,5,3363.1,2023-03-20
1381,179,163,138,6,10424.34,2023-02-17
1382,364,72,110,5,7361.4,2023-09-05
1383,805,137,78,6,2629.62,2023-12-22
1384,277,179,226,2,3239.68,2023-01-25
1385,37,105,160,1,1971.2,2023-10-28
1386,649,171,42,4,5841.4,2023-01-07
1387,518,6,122,1,1231.71,2023-05-17
1388,737,132,289,4,3154.2,2023-03-24
1389,691,17,154,1,226.34,2023-05-18
1390,109,121,85,4,3032.24,2023-03-14
1391,798,77,167,6,3470.52,2023-06-25
1392,685,160,158,6,6979.92,2023-05-25
1393,265,15,73,2,3765.7,2023-10-10
1394,729,41,53,6,4976.34,2023-06-27
1395,51,81,37,3,3625.32,2023-09-01
1396,451,81,36,5,6042.2,2023-05-07
1397,359,17,214,9,2037.06,2023-09-28
1398,174,181,264,4,5360.88,2023-04-03
1399,657,121,166,9,6822.54,2023-09-05
1400,256,24,102,1,410.95,2023-02-12
1401,766,193,58,9,1122.3,2023-02-10
1402,531,43,251,2,3644.6,2023-07-31
1403,920,144,230,8,9849.84,2023-02-08
1404,385,121,226,1,758.06,2023-09-02
1405,228,177,209,7,962.15,2023-04-21
1406,258,66,126,4,6833.04,2023-02-16
1407,245,42,144,1,1132.75,2023-03-10
1408,802,87,276,2,2122.38,2023-10-23
1409,245,158,251,2,1874.9,2023-11-14
1410,596,63,255,1,749.96,2023-11-27
1411,584,178,237,2,595.62,2023-04-04
1412,455,1,149,7,4987.29,2023-05-18
1413,575,154,246,2,449.7,2023-02-07
1414,223,188,8,3,2563.95,2023-06-13
1415,357,24,66,8,3287.6,2023-06-23
1416,697,89,67,3,403.23,2023-12-24
1417,832,200,58,1,1796.08,2023-04-01
1418,766,186,150,8,13806.56,2023-06-28
1419,448,150,72,1,462.31,2023-03-14
1420,425,102,298,6,11151.48,2023-04-17
1421,94,135,177,9,1123.92,2023-10-22
1422,705,115,191,1,1625.42,2023-10-11
1423,699,196,139,1,150.41,2023-07-01
1424,501,25,251,5,2060.55,2023-05-17
1425,8,181,36,2,2680.44,2023-02-25
1426,17,182,137,5,2762.75,2023-09-15
1427,337,170,85,6,2380.14,2023-06-17
1428,242,138,216,4,7704.12,2023-04-24
1429,256,143,4,5,5270.85,2023-12-01
1430,232,105,174,2,3942.4,2023-12-20
1431,125,90,194,6,10542.24,2023-05-19
1432,418,58,77,9,13621.5,2023-07-24
1433,208,27,50,4,5455.48,2023-08-02
1434,485,134,11,7,9109.1,2023-03-02
1435,501,110,268,6,6514.74,2023-03-29
1436,22,96,6,4,1559.28,2023-07-26
1437,453,149,250,1,489.77,2023-11-07
1438,752,46,151,3,5657.04,2023-08-30
1439,545,44,193,9,11574.45,2023-04-12
1440,821,167,272,6,7941.6,2023-12-07
1441,293,198,71,5,6038.9,2023-07-21
1442,250,7,95,5,4979.95,2023-08-30
1443,187,198,216,7,8454.46,2023-04-19
1444,336,98,31,4,5011.04,2023-03-24
1445,907,33,196,3,2803.08,2023-03-10
1446,722,53,147,1,1798.4,2023-07-15
1447,908,183,15,8,2311.52,2023-08-22
1448,29,147,207,7,3491.74,2023-06-02
1449,920,62,208,5,8829.25,2023-03-02
1450,498,116,106,4,435.2,2023-12-10
1451,252,118,78,9,7708.68,2023-08-25
1452,826,92,254,7,8216.25,2023-10-29
1453,645,190,221,7,3426.29,2023-12-18
1454,211,65,96,5,1551.0,2023-02-05
1455,746,169,81,1,148.23,2023-12-28
1456,683,45,167,7,2254.77,2023-12-02
1457,308,12,107,1,1933.55,2023-08-01
1458,843,126,263,9,8636.76,2023-01-06
1459,561,27,264,3,4091.61,2023-04-19
1460,16,20,95,3,5098.41,2023-02-08
1461,639,157,240,6,6578.04,2023-04-28
1462,749,115,275,5,8127.1,2023-03-28
1463,712,3,174,1,583.82,2023-03-17
1464,795,117,209,7,5135.55,2023-11-09
1465,772,69,66,6,9689.16,2023-10-12
1466,819,76,24,5,5655.9,2023-03-28
1467,664,24,9,4,1643.8,2023-04-22
1468,203,199,128,7,6304.97,2023-02-14
1469,813,29,296,1,781.78,2023-09-04
1470,233,47,260,8,10341.2,2023-03-26
1471,608,96,129,2,779.64,2023-05-14
1472,493,199,202,2,1801.42,2023-04-04
1473,24,190,1,6,2936.82,2023-09-03
1474,520,56,135,1,692.27,2023-07-28
1475,773,152,248,3,2990.79,2023-05-02
1476,562,179,166,3,4859.52,2023-06-11
1477,891,125,87,9,4740.75,2023-08-22
1478,701,100,105,7,10494.68,2023-09-04
1479,162,124,161,6,5755.26,2023-05-07
1480,27,99,21,3,2717.55,2023-04-28
1481,740,199,1,8,7205.68,2023-03-13
1482,544,189,93,9,12324.24,2023-06-24
1483,933,42,107,1,1132.75,2023-01-19
1484,885,156,142,3,2883.75,2023-11-26
1485,923,62,258,8,14126.8,2023-06-24
1486,269,61,252,1,1548.67,2023-12-20
1487,547,10,256,3,5598.33,2023-05-21
1488,958,170,124,6,2380.14,2023-04-03
1489,327,129,11,1,1046.9,2023-09-02
1490,894,162,175,7,3119.62,2023-05-08
1491,240,56,136,8,5538.16,2023-10-09
1492,763,80,13,1,1826.06,2023-03-12
1493,565,33,181,5,4671.8,2023-10-09
1494,753,75,190,1,1418.5,2023-01-07
1495,649,157,223,1,1096.34,2023-04-13
1496,278,34,146,5,4080.95,2023-07-12
1497,746,13,150,1,336.16,2023-03-03
1498,58,56,273,1,692.27,2023-06-20
1499,408,140,226,9,7990.11,2023-09-08
1500,849,22,246,3,4833.03,2023-07-26
1501,159,86,242,5,6069.2,2023-10-09
1502,729,134,273,9,11711.7,2023-11-06
1503,550,66,261,9,15374.34,2023-04-30
1504,910,115,163,8,13003.36,2023-11-17
1505,542,33,87,9,8409.24,2023-03-27
1506,336,152,167,9,8972.37,2023-12-30
1507,467,188,94,3,2563.95,2023-04-28
1508,322,174,135,9,4695.75,2023-07-18
1509,377,103,202,3,2869.77,2023-05-27
1510,779,158,230,2,1874.9,2023-09-28
1511,565,115,203,3,4876.26,2023-05-19
1512,165,81,12,5,6042.2,2023-01-30
1513,870,16,279,9,3999.06,2023-08-20
1514,179,14,117,2,2977.3,2023-02-17
1515,621,195,65,2,989.96,2023-08-12
1516,966,10,115,8,14928.88,2023-01-22
1517,224,92,235,6,7042.5,2023-07-23
1518,906,33,27,9,8409.24,2023-12-26
1519,929,155,21,4,6294.0,2023-12-01
1520,757,72,5,4,5889.12,2023-11-09
1521,555,134,255,1,1301.3,2023-06-22
1522,978,191,156,2,1313.96,2023-11-18
1523,910,47,249,6,7755.9,2023-12-01
1524,146,73,199,4,5872.28,2023-08-09
1525,444,197,151,3,1334.19,2023-12-05
1526,387,187,73,3,5032.26,2023-07-01
1527,150,36,247,8,5380.96,2023-02-28
1528,291,127,73,7,2573.41,2023-03-03
1529,470,122,89,4,3036.84,2023-03-01
1530,714,167,192,4,5294.4,2023-11-27
1531,451,99,77,2,1811.7,2023-03-03
1532,109,72,194,1,1472.28,2023-12-14
1533,842,122,151,2,1518.42,2023-11-13
1534,768,78,237,8,6054.56,2023-07-26
1535,990,32,12,9,14863.86,2023-05-16
1536,401,127,141,9,3308.67,2023-09-07
1537,464,149,108,5,2448.85,2023-11-14
1538,591,35,211,7,6853.63,2023-11-10
1539,715,44,181,4,5144.2,2023-07-28
1540,472,78,75,3,2270.46,2023-07-30
1541,71,86,168,7,8496.88,2023-04-02
1542,622,63,240,9,6749.64,2023-08-08
1543,421,32,11,6,9909.24,2023-08-03
1544,235,51,259,3,3834.42,2023-10-04
1545,870,187,151,4,6709.68,2023-09-02
1546,431,136,182,6,8164.32,2023-03-03
1547,644,30,156,6,10600.08,2023-01-16
1548,12,126,84,8,7677.12,2023-04-14
1549,909,91,52,9,16839.18,2023-02-09
1550,90,35,194,2,1958.18,2023-04-04
1551,969,99,236,1,905.85,2023-08-06
1552,599,123,125,2,3002.5,2023-06-27
1553,355,144,40,3,3693.69,2023-12-12
1554,549,128,202,7,3045.98,2023-05-26
1555,740,133,263,1,1203.12,2023-03-03
1556,479,186,117,6,10354.92,2023-08-27
1557,781,72,111,3,4416.84,2023-06-15
1558,460,159,167,3,2584.35,2023-08-10
1559,253,69,185,1,1614.86,2023-06-22
1560,115,194,110,5,1312.35,2023-04-20
1561,16,186,109,4,6903.28,2023-10-05
1562,332,87,110,7,7428.33,2023-07-26
1563,761,156,90,4,3845.0,2023-10-06
1564,756,80,155,7,12782.42,2023-11-22
1565,212,86,193,8,9710.72,2023-12-06
1566,857,51,85,5,6390.7,2023-12-06
1567,934,190,294,1,489.47,2023-01-28
1568,495,30,236,8,14133.44,2023-09-14
1569,308,183,158,5,1444.7,2023-03-04
1570,953,193,132,6,748.2,2023-03-11
1571,665,93,9,5,7118.2,2023-04-06
1572,315,120,49,3,5543.19,2023-03-20
1573,61,85,2,5,1956.85,2023-11-12
1574,455,124,131,8,7673.68,2023-10-29
1575,466,48,170,2,1472.64,2023-06-25
1576,701,170,252,6,2380.14,2023-08-05
1577,432,74,245,8,10545.44,2023-07-06
1578,341,127,125,8,2941.04,2023-08-20
1579,261,165,174,7,5665.03,2023-04-14
1580,397,54,178,6,9589.98,2023-09-15
1581,385,23,51,8,3864.72,2023-11-27
1582,447,78,62,1,756.82,2023-07-01
1583,471,174,218,6,3130.5,2023-06-25
1584,383,139,225,4,1529.84,2023-05-20
1585,651,98,192,3,3758.28,2023-12-31
1586,289,149,260,3,1469.31,2023-12-17
1587,752,156,223,1,961.25,2023-10-18
1588,479,168,28,4,3506.36,2023-07-06
1589,444,176,30,5,6883.0,2023-10-31
1590,898,146,296,5,7624.6,2023-10-18
1591,706,87,103,6,6367.14,2023-06-15
1592,32,139,57,8,3059.68,2023-04-24
1593,434,133,129,1,1203.12,2023-12-22
1594,631,102,19,7,13010.06,2023-07-26
1595,862,146,33,3,4574.76,2023-01-03
1596,798,29,230,5,3908.9,2023-12-07
1597,106,169,125,3,444.69,2023-01-25
1598,150,194,187,4,1049.88,2023-03-02
1599,291,6,52,3,3695.13,2023-06-20
1600,732,168,173,2,1753.18,2023-03-15
1601,670,32,114,9,14863.86,2023-10-03
1602,151,160,163,3,3489.96,2023-12-09
1603,198,153,133,8,9385.6,2023-05-19
1604,690,18,22,2,3016.26,2023-07-02
1605,763,68,208,5,4274.25,2023-07-10
1606,820,32,61,5,8257.7,2023-02-20
1607,345,75,132,5,7092.5,2023-09-25
1608,216,4,273,2,2789.72,2023-09-03
1609,705,27,125,1,1363.87,2023-06-19
1610,28,119,171,4,4484.2,2023-06-15
1611,669,187,183,9,15096.78,2023-01-14
1612,900,89,169,2,268.82,2023-06-04
1613,997,141,155,7,1835.12,2023-07-01
1614,995,58,160,2,3027.0,2023-03-16
1615,204,188,245,5,4273.25,2023-05-13
1616,323,149,41,7,3428.39,2023-02-28
1617,912,55,252,9,3493.62,2023-07-01
1618,598,57,144,6,3432.78,2023-12-05
1619,524,11,299,1,1678.18,2023-03-05
1620,565,155,142,7,11014.5,2023-09-17
1621,759,145,40,1,227.45,2023-05-23
1622,67,59,154,8,1309.68,2023-08-02
1623,661,117,179,2,1467.3,2023-07-28
1624,277,159,70,2,1722.9,2023-04-22
1625,658,44,246,1,1286.05,2023-02-28
1626,420,118,184,8,6852.16,2023-04-28
1627,319,56,226,4,2769.08,2023-08-10
1628,541,30,59,6,10600.08,2023-05-11
1629,34,113,173,8,1632.4,2023-03-31
1630,916,47,159,2,2585.3,2023-10-20
1631,486,20,266,1,1699.47,2023-08-18
1632,628,122,121,2,1518.42,2023-10-19
1633,612,84,249,6,11399.04,2023-01-26
1634,771,51,233,8,10225.12,2023-12-30
1635,297,15,66,8,15062.8,2023-10-26
1636,145,28,249,6,6562.92,2023-05-28
1637,633,67,186,8,2737.84,2023-01-29
1638,887,31,82,8,6765.2,2023-07-28
1639,587,103,174,4,3826.36,2023-04-26
1640,129,145,58,7,1592.15,2023-05-24
1641,219,46,7,7,13199.76,2023-02-14
1642,479,67,200,8,2737.84,2023-06-04
1643,89,15,88,5,9414.25,2023-08-03
1644,984,73,15,8,11744.56,2023-09-13
1645,289,24,186,9,3698.55,2023-06-28
1646,345,196,187,4,601.64,2023-10-20
1647,759,162,229,1,445.66,2023-08-27
1648,125,31,32,7,5919.55,2023-11-09
1649,377,133,246,8,9624.96,2023-07-26
1650,76,156,165,5,4806.25,2023-08-10
1651,163,57,219,4,2288.52,2023-08-19
1652,345,200,279,5,8980.4,2023-04-29
1653,534,153,151,1,1173.2,2023-09-30
1654,570,5,100,3,4633.29,2023-01-11
1655,403,184,76,2,1124.06,2023-03-12
1656,632,126,284,2,1919.28,2023-09-08
1657,63,151,64,4,677.76,2023-02-19
1658,219,172,197,6,8111.76,2023-08-04
1659,405,200,197,4,7184.32,2023-09-28
1660,500,126,234,5,4798.2,2023-03-25
1661,166,194,281,3,787.41,2023-10-20
1662,548,169,283,9,1334.07,2023-10-23
1663,984,181,166,8,10721.76,2023-10-23
1664,79,168,259,8,7012.72,2023-12-26
1665,639,160,32,8,9306.56,2023-04-03
1666,353,79,147,8,3560.32,2023-03-01
1667,99,158,283,7,6562.15,2023-01-28
1668,679,36,131,1,672.62,2023-05-05
1669,766,173,175,4,605.92,2023-04-11
1670,213,6,88,6,7390.26,2023-01-04
1671,249,81,201,2,2416.88,2023-06-15
1672,232,51,17,8,10225.12,2023-10-05
1673,906,53,272,2,3596.8,2023-01-31
1674,734,26,256,7,11533.83,2023-01-11
1675,781,15,169,5,9414.25,2023-07-11
1676,175,104,167,6,1890.9,2023-09-23
1677,100,39,209,8,4329.6,2023-05-08
1678,394,22,118,8,12888.08,2023-12-21
1679,415,199,184,7,6304.97,2023-05-25
1680,189,103,299,1,956.59,2023-09-04
1681,789,37,143,9,13684.14,2023-04-16
1682,564,12,81,5,9667.75,2023-07-03
1683,383,75,125,2,2837.0,2023-09-22
1684,731,103,63,6,5739.54,2023-03-30
1685,732,19,57,2,2383.0,2023-04-16
1686,239,164,167,7,13283.34,2023-06-16
1687,867,34,11,1,816.19,2023-02-01
1688,36,110,129,9,9772.11,2023-02-09
1689,620,23,298,4,1932.36,2023-08-06
1690,585,192,5,5,9015.2,2023-03-23
1691,307,5,129,9,13899.87,2023-11-28
1692,354,7,95,6,5975.94,2023-07-30
1693,699,103,228,7,6696.13,2023-09-06
1694,49,137,52,3,1314.81,2023-02-17
1695,595,167,193,2,2647.2,2023-10-22
1696,152,144,75,4,4924.92,2023-07-06
1697,930,62,298,9,15892.65,2023-08-12
1698,475,127,241,8,2941.04,2023-12-31
1699,234,197,128,1,444.73,2023-08-17
1700,514,177,30,6,824.7,2023-03-18
1701,770,35,60,9,8811.81,2023-07-07
1702,993,33,59,6,5606.16,2023-05-12
1703,537,11,277,7,11747.26,2023-03-13
1704,639,131,257,9,16543.89,2023-11-29
1705,358,51,67,6,7668.84,2023-07-10
1706,359,152,61,6,5981.58,2023-04-30
1707,428,108,34,5,9248.0,2023-08-10
1708,919,80,296,3,5478.18,2023-05-11
1709,491,14,7,6,8931.9,2023-08-14
1710,113,138,90,6,11556.18,2023-04-06
1711,417,76,104,6,6787.08,2023-07-19
1712,249,135,120,7,874.16,2023-03-13
1713,148,65,18,9,2791.8,2023-01-06
1714,812,67,155,3,1026.69,2023-09-13
1715,37,51,58,1,1278.14,2023-11-11
1716,886,97,113,5,5974.75,2023-07-09
1717,330,132,188,4,3154.2,2023-12-11
1718,783,150,110,9,4160.79,2023-10-14
1719,163,95,44,5,7218.75,2023-09-07
1720,879,169,118,4,592.92,2023-01-13
1721,684,15,87,2,3765.7,2023-10-03
1722,871,55,269,4,1552.72,2023-07-24
1723,581,23,282,1,483.09,2023-09-30
1724,632,28,155,8,8750.56,2023-02-27
1725,961,32,1,8,13212.32,2023-08-07
1726,821,71,300,7,3749.06,2023-06-23
1727,948,137,71,8,3506.16,2023-09-21
1728,647,199,43,7,6304.97,2023-08-17
1729,78,77,91,1,578.42,2023-06-05
1730,711,164,46,9,17078.58,2023-07-08
1731,470,79,87,7,3115.28,2023-01-02
1732,694,100,243,6,8995.44,2023-07-29
1733,767,123,167,1,1501.25,2023-10-13
1734,934,106,37,7,11857.37,2023-01-13
1735,884,82,272,2,1723.24,2023-08-09
1736,540,67,67,2,684.46,2023-09-26
1737,136,115,125,5,8127.1,2023-04-04
1738,129,54,167,5,7991.65,2023-04-22
1739,795,184,239,7,3934.21,2023-12-03
1740,608,141,182,8,2097.28,2023-04-26
1741,143,99,192,9,8152.65,2023-06-29
1742,873,119,251,5,5605.25,2023-06-29
1743,232,64,95,1,1660.39,2023-11-09
1744,337,114,200,4,2947.48,2023-05-17
1745,947,20,116,6,10196.82,2023-01-01
1746,161,155,175,3,4720.5,2023-11-27
1747,408,156,202,2,1922.5,2023-07-27
1748,219,131,212,9,16543.89,2023-10-15
1749,378,182,44,1,552.55,2023-08-25
1750,600,68,51,9,7693.65,2023-03-13
1751,282,127,120,1,367.63,2023-04-17
1752,913,89,252,8,1075.28,2023-02-11
1753,267,140,24,3,2663.37,2023-05-19
1754,77,64,215,7,11622.73,2023-06-20
1755,973,148,161,1,1806.3,2023-08-09
1756,857,11,6,5,8390.9,2023-12-07
1757,539,14,235,8,11909.2,2023-02-25
1758,38,92,3,6,7042.5,2023-12-08
1759,184,100,220,2,2998.48,2023-04-12
1760,962,106,289,5,8469.55,2023-07-11
1761,168,155,99,3,4720.5,2023-11-06
1762,939,148,220,8,14450.4,2023-08-21
1763,587,24,89,1,410.95,2023-08-15
1764,465,94,246,3,5558.25,2023-05-19
1765,442,197,93,8,3557.84,2023-11-01
1766,88,123,180,5,7506.25,2023-04-25
1767,822,127,142,2,735.26,2023-03-04
1768,243,170,27,8,3173.52,2023-12-05
1769,13,136,217,7,9525.04,2023-06-05
1770,656,1,165,1,712.47,2023-01-06
1771,980,109,236,3,5258.4,2023-07-03
1772,871,157,275,6,6578.04,2023-01-28
1773,921,184,35,2,1124.06,2023-02-07
1774,925,57,182,7,4004.91,2023-10-20
1775,271,11,123,3,5034.54,2023-09-01
1776,689,161,239,4,1579.84,2023-08-02
1777,270,108,152,1,1849.6,2023-10-26
1778,454,7,5,4,3983.96,2023-02-27
1779,863,116,102,4,435.2,2023-02-27
1780,554,69,52,1,1614.86,2023-04-15
1781,233,79,106,4,1780.16,2023-09-04
1782,801,19,169,3,3574.5,2023-07-05
1783,687,157,232,3,3289.02,2023-08-26
1784,701,35,132,8,7832.72,2023-07-03
1785,292,51,267,1,1278.14,2023-07-29
1786,516,156,97,8,7690.0,2023-04-07
1787,203,194,12,8,2099.76,2023-07-27
1788,506,100,160,2,2998.48,2023-05-17
1789,632,198,233,8,9662.24,2023-03-17
1790,78,3,162,8,4670.56,2023-05-22
1791,631,65,115,9,2791.8,2023-10-17
1792,754,103,281,3,2869.77,2023-09-07
1793,592,197,260,8,3557.84,2023-04-28
1794,208,12,253,9,17401.95,2023-10-09
1795,867,119,243,4,4484.2,2023-12-26
1796,293,174,250,3,1565.25,2023-11-19
1797,94,112,6,8,6864.88,2023-01-05
1798,89,62,153,3,5297.55,2023-10-10
1799,273,143,67,1,1054.17,2023-09-28
1800,683,82,127,3,2584.86,2023-04-15
1801,511,200,221,5,8980.4,2023-02-13
1802,26,176,10,2,2753.2,2023-12-17
1803,638,181,295,2,2680.44,2023-12-06
1804,31,98,99,7,8769.32,2023-05-12
1805,606,70,250,7,2693.88,2023-06-25
1806,223,97,49,7,8364.65,2023-05-09
1807,971,195,250,6,2969.88,2023-03-30
1808,152,39,223,2,1082.4,2023-06-07
1809,916,199,146,3,2702.13,2023-05-29
1810,2,49,138,9,3281.58,2023-12-06
1811,262,59,285,1,163.71,2023-04-26
1812,973,81,92,6,7250.64,2023-10-21
1813,911,21,39,4,1462.28,2023-10-29
1814,631,42,210,9,10194.75,2023-10-04
1815,419,165,206,8,6474.32,2023-03-11
1816,113,4,96,1,1394.86,2023-12-29
1817,700,87,126,7,7428.33,2023-04-01
1818,362,184,227,2,1124.06,2023-05-29
1819,788,63,68,3,2249.88,2023-08-02
1820,571,134,219,8,10410.4,2023-05-31
1821,349,55,275,3,1164.54,2023-02-09
1822,753,178,47,2,595.62,2023-05-18
1823,352,42,292,9,10194.75,2023-06-29
1824,966,80,241,1,1826.06,2023-07-19
1825,116,131,16,7,12867.47,2023-07-22
1826,965,141,276,5,1310.8,2023-08-25
1827,826,187,153,5,8387.1,2023-11-07
1828,807,68,259,5,4274.25,2023-02-25
1829,570,7,118,6,5975.94,2023-12-15
1830,788,166,53,5,3072.05,2023-03-14
1831,308,177,169,2,274.9,2023-12-26
1832,515,193,56,3,374.1,2023-01-30
1833,964,120,238,7,12934.11,2023-03-31
1834,882,179,25,8,12958.72,2023-08-08
1835,435,198,287,9,10870.02,2023-04-13
1836,294,157,194,5,5481.7,2023-07-03
1837,996,184,10,2,1124.06,2023-09-04
1838,349,109,215,4,7011.2,2023-12-11
1839,400,136,50,1,1360.72,2023-10-05
1840,148,35,38,8,7832.72,2023-04-11
1841,10,183,246,1,288.94,2023-11-17
1842,11,163,192,9,15636.51,2023-07-10
1843,286,25,264,6,2472.66,2023-12-01
1844,791,115,299,1,1625.42,2023-01-22
1845,645,141,43,6,1572.96,2023-04-09
1846,298,153,195,8,9385.6,2023-07-09
1847,751,196,60,1,150.41,2023-01-17
1848,715,141,84,6,1572.96,2023-03-31
1849,360,114,22,1,736.87,2023-06-15
1850,715,161,145,1,394.96,2023-03-19
1851,138,176,258,6,8259.6,2023-06-12
1852,323,30,18,8,14133.44,2023-05-23
1853,422,167,16,6,7941.6,2023-10-10
1854,299,86,222,1,1213.84,2023-09-02
1855,513,82,197,8,6892.96,2023-06-12
1856,916,135,197,6,749.28,2023-07-16
1857,69,124,67,6,5755.26,2023-02-27
1858,576,72,138,1,1472.28,2023-08-05
1859,430,64,170,2,3320.78,2023-01-26
1860,406,87,113,5,5305.95,2023-01-20
1861,272,70,85,6,2309.04,2023-07-17
1862,838,163,22,2,3474.78,2023-05-26
1863,362,104,211,4,1260.6,2023-09-30
1864,240,170,192,9,3570.21,2023-01-14
1865,291,23,296,7,3381.63,2023-02-13
1866,722,35,291,7,6853.63,2023-01-19
1867,536,113,130,3,612.15,2023-12-03
1868,1,84,153,3,5699.52,2023-04-10
1869,138,162,12,3,1336.98,2023-05-02
1870,78,25,226,8,3296.88,2023-11-13
1871,367,116,36,1,108.8,2023-11-23
1872,970,185,106,2,2944.62,2023-03-06
